,absolute_tidy_tweets,stopped_tweets,positive,negative,total,StSc,sentiment
13927,AcademicEaseGrievanceForm The University Student Council aims to collect the grievances of the students with regards to the implementation of the Academic Easing specially this coming reading and lenten break GenuineReadingBreak AcademicEaseNow NoStudentsLeftBehind t co DTZ yS lJ,academiceasegrievanceform university student council aims collect grievances students regards implementation academic easing specially coming reading lenten break genuinereadingbreak academiceasenow nostudentsleftbehind co dtz ys lj,0,-2,37,0.0,0
13928,Hereon the call for LigtasNaBalikEskwela and AcademicEaseNow continues A safe return to face to face classes in which blanket policies are implemented ensuring that no students will be left behind,hereon call ligtasnabalikeskwela academiceasenow continues safe return face face classes blanket policies implemented ensuring students left behind,1,0,30,1.0,1
13930,Mga alagad ng media let us continue to rise and fight for a genuine academic ease DoBetterUP AcademicEaseNow WalangIwananUP,alagad media let us continue rise fight genuine academic ease dobetterup academiceasenow walangiwananup,3,0,19,1.0,1
13932,The OVPAA memo also pointed out that there should be no synchronous asynchronous activities and deadlines of requirements during the set reading health break LigtasNaBalikEskwela AcademicEaseNow,ovpaa memo also pointed synchronous asynchronous activities deadlines requirements set reading health break ligtasnabalikeskwela academiceasenow,0,0,26,0.0,0
13933,Meanwhile consideration to students who cannot meet deadlines will be given on a case to case basis LigtasNaBalikEskwela AcademicEaseNow,meanwhile consideration students cannot meet deadlines given case case basis ligtasnabalikeskwela academiceasenow,1,0,19,1.0,1
13934,Attendance in synchronous classes remained optional and faculties were instructed to make the recordings of synchronous classes available for students for one year LigtasNaBalikEskwela AcademicEaseNow,attendance synchronous classes remained optional faculties instructed make recordings synchronous classes available students one year ligtasnabalikeskwela academiceasenow,1,0,25,1.0,1
13936,Should the student opt to re enroll a course for which s he earned an INC in the subsequent term and later decide to complete the INC during the prescription period s he should first drop the re enrolled course the memo added LigtasNaBalikEskwela AcademicEaseNow,student opt enroll course earned inc subsequent term later decide complete inc prescription period first drop enrolled course memo added ligtasnabalikeskwela academiceasenow,1,0,45,1.0,1
13939,OVPAA retained previous semester academic policies including the suspension of academic delinquency rules warning probation dismissal permanent disqualification degree program retention rules and Maximum Residence Rule LigtasNaBalikEskwela AcademicEaseNow,ovpaa retained previous semester academic policies including suspension academic delinquency rules warning probation dismissal permanent disqualification degree program retention rules maximum residence rule ligtasnabalikeskwela academiceasenow,0,-2,28,0.0,0
13942,Kitang kita ito sa pagusbong ng iba t ibang mga panawagan katulad na lamang ng MoveTheSem at AcademicEaseNow na kampanya kung saan lagpas libo libong estudyante faculty at staff ng ating pamantasan ang nakiisa,kitang kita pagusbong ibang panawagan movethesem academiceasenow kampanya lagpas libo libong estudyante faculty staff pamantasan nakiisa,2,0,34,0.3333333333333333,1
13944,AcademicEaseGrievanceForm UPD USC aims to collect the grievances of the students with regards to the implementation of the Academic Easing You can access the Academic Ease Grievance Form here t co aRE Ln umq AcademicEaseNow NoStudentsLeftBehind t co uwsFZ Loyb,academiceasegrievanceform upd usc aims collect grievances students regards implementation academic easing access academic ease grievance form co ln umq academiceasenow nostudentsleftbehind co uwsfz loyb,0,0,40,0.0,0
13945,Sometimes I talk to myself and we both smile together selflove AcademicChatter AcademicEaseNow,sometimes talk smile together selflove academicchatter academiceasenow,1,0,13,1.0,1
13946,Hearing the sound of rain never changed my habit of running out and enjoy the drops of heaven It s a great chance to escape routine and a quick restarting AcademicTwitter AcademicChatter AcademicEaseNow nature NaturalBeauty natural stressmanagement t co lnXLEdbaPF,hearing sound rain never changed habit running enjoy drops heaven great chance escape routine quick restarting academictwitter academicchatter academiceasenow nature naturalbeauty natural stressmanagement co lnxledbapf,5,0,40,1.0,1
13953,RequestforAcademicEase Earlier this day the University Student Council sent a letter to the Office of the Chancellor requesting to suspend all synchronous and asynchronous activities from February to February You can read the full letter below AcademicEaseNow t co RsXdkE sHg,requestforacademicease earlier day university student council sent letter office chancellor requesting suspend synchronous asynchronous activities february february read full letter academiceasenow co rsxdke shg,1,0,41,1.0,1
13956,The following will define you in the next five years The books you read today The conversations you hold frequently The friends you keep The habits you develop Make conscious choices to secure your future AcademicEaseNow AcademicChatter AcademicTwitter,following define next five years books read today conversations hold frequently friends keep habits develop make conscious choices secure future academiceasenow academicchatter academictwitter,1,0,38,1.0,1
13957,The UPD USC conducted a COVID Sensing Form for Academic Easing Results from this survey showed that students had symptoms and a majority of the respondents reported that a surge happened in their area GASC academiceasenow,upd usc conducted covid sensing form academic easing results survey showed students symptoms majority respondents reported surge happened area gasc academiceasenow,3,0,36,0.5,1
13958,SR Co There has also been a hearing of senate committee on Higher Technical and Vocation Education on bills institutionalizing the UP DND Accord and calls for AcademicEaseNow due to Typhoon Odette GASC,sr co also hearing senate committee higher technical vocation education bills institutionalizing dnd accord calls academiceasenow due typhoon odette gasc,1,0,33,1.0,1
13962,We invite everyone to join us in our Online Black Rally later January pm You may access the blast kit here t co Y a unD X Join the signature campaign t co edFKa wY T MoveTheSemUP AcademicEaseNow,invite everyone join us online black rally later january pm access blast kit co und x join signature campaign co edfka wy movethesemup academiceasenow,1,0,38,1.0,1
13964,Our academic tutors are experts in their subject areas amp are matched with your student based on his her academic weaknesses Follow SelectMyTutor for more t co wCPwvjgGPb tutoring tutor academicsuccess AcademicTwitter onlinetutors AcademicEaseNow allsubject t co dCDovAgdA,academic tutors experts subject areas amp matched student based academic weaknesses follow selectmytutor co wcpwvjggpb tutoring tutor academicsuccess academictwitter onlinetutors academiceasenow allsubject co dcdovagda,0,0,38,0.0,0
13965,We are on the same boat one that is rapidly sinking and not everyone can afford to find a raft to hold on to UP DOST Scholars Association together with the different DOST scholars amplify the calls of ExtendTheDeadlines MoveTheSemUP AcademicEaseNow LigtasNaBalikEskwela,boat one rapidly sinking everyone afford find raft hold dost scholars association together different dost scholars amplify calls extendthedeadlines movethesemup academiceasenow ligtasnabalikeskwela,2,0,42,0.3333333333333333,1
13967,with Chancellor Abansi to discuss such concerns In the midst of uncertain times it is imperative that the university remain a safe and nurturing environment that is responsive to the calls of the community Updates to follow MoveTheSemUP AcademicEaseNow WalangIwananUPB,chancellor abansi discuss concerns midst uncertain times imperative university remain safe nurturing environment responsive calls community updates follow movethesemup academiceasenow walangiwananupb,4,-2,40,0.3333333333333333,1
13969,this is like a long ass notes app apology from a problematic youtuber tangina UP lumulubog na yung bangka tapos nga estudyante niyo di marunong lumangoy ganon AcademicEaseNow MoveTheSemUP DoBetterUP,like long ass notes app apology problematic youtuber tangina lumulubog yung bangka tapos nga estudyante niyo di marunong lumangoy ganon academiceasenow movethesemup dobetterup,4,-3,30,0.14285714285714285,1
13970,I cant imagine what the UP admin has in mind starting the sem but without sync classes or async requirements It s still in essence an academic ease but the language allows creative ways to disregard the mandate altogether UPDoBetter AcademicEaseNow t co be pg BW s,cant imagine admin mind starting sem without sync classes async requirements still essence academic ease language allows creative ways disregard mandate altogether updobetter academiceasenow co pg bw,2,0,47,0.3333333333333333,1
13971,Please see Chancellor Nemenzo s response for the calls of the students faculty and staff regarding academic easing AcademicEaseNow t co Vmc ziuIz,please see chancellor nemenzo response calls students faculty staff regarding academic easing academiceasenow co vmc ziuiz,1,0,23,1.0,1
13972,BUKLOD CSSP amplifies the call of the UP community to move the semester and for a genuine academic ease Only by implementing a genuine academic ease can we function effectively Do better UP AcademicEaseNow MoveTheSemUP,buklod cssp amplifies call community move semester genuine academic ease implementing genuine academic ease function effectively better academiceasenow movethesemup,8,0,35,1.0,1
13976,Moreover the letter appealed for the local government s solidarity with the multi sectoral campaign of students faculty and staff for moving the semester Sign the petition now at t co edFKa wY T WalangIwanan AcademicEaseNow,moreover letter appealed local government solidarity multi sectoral campaign students faculty staff moving semester sign petition co edfka wy walangiwanan academiceasenow,1,0,36,1.0,1
13977,MoveTheSemUP UPD USC sent a letter to Mayor Joy Belmonte to declare a week wellness amp recovery break due to the COVID surge and Typhoon Odette s onslaught Another period of two weeks for the next semester s preparation was also requested WalangIwanan AcademicEaseNow t co RABeCB,movethesemup upd usc sent letter mayor joy belmonte declare week wellness amp recovery break due covid surge typhoon odette onslaught another period two weeks next semester preparation also requested walangiwanan academiceasenow co rabecb,3,-2,47,0.2,1
13982,Student body at faculty niyo parehas nang hirap na hirap wala pa rin kaming marinig sa inyo MoveTheSemUP AcademicEaseNow t co w Oww HJ A,student body faculty niyo parehas nang hirap hirap wala rin kaming marinig inyo movethesemup academiceasenow co w oww hj,0,-3,25,0.0,0
13984,We urge the UPD admin to listen to its students and faculty as we continue to suffer due to the government s failed pandemic response SIGN THE PETITION t co QhBZ mN pv AcademicEaseNow MoveTheSemUP WalangIwananUPD,urge upd admin listen students faculty continue suffer due government failed pandemic response sign petition co qhbz mn pv academiceasenow movethesemup walangiwananupd,0,-2,36,0.0,0
13986,R E MoveTheSem Now As we continue to clamour for AcademicEaseNow we strive to make the UP administration heed our calls to MoveTheSem for a genuine transition for all as the effects of COVID and Typhoon Odette continue to plague our community n t co rTidhkIiOu,r e movethesem continue clamour academiceasenow strive make administration heed calls movethesem genuine transition effects covid typhoon odette continue plague community n co rtidhkiiou,2,0,46,0.3333333333333333,1
